generator_id,fuel_type,capacity_mw,min_gen_mw,heat_rate_mmbtu_per_mwh,fuel_cost_per_mmbtu,variable_om_cost,startup_cost,ramp_rate_mw_per_hr,is_renewable,marginal_cost,generation_mw,timestamp,demand_mw,renewable_gen_mw,net_load_mw,curtailment_mw
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,50,2024-01-01 00:00:00,46594.64995,153.0,48763.7324475,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,200,2024-01-01 00:00:00,46594.64995,153.0,48763.7324475,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,180,2024-01-01 00:00:00,46594.64995,153.0,48763.7324475,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,100,2024-01-01 00:00:00,46594.64995,153.0,48763.7324475,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,80,2024-01-01 00:00:00,46594.64995,153.0,48763.7324475,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 00:00:00,46594.64995,153.0,48763.7324475,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 00:00:00,46594.64995,153.0,48763.7324475,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,100,2024-01-01 01:00:00,41223.480177,170.99999999999997,43105.10418585,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,400,2024-01-01 01:00:00,41223.480177,170.99999999999997,43105.10418585,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,360,2024-01-01 01:00:00,41223.480177,170.99999999999997,43105.10418585,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,200,2024-01-01 01:00:00,41223.480177,170.99999999999997,43105.10418585,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,160,2024-01-01 01:00:00,41223.480177,170.99999999999997,43105.10418585,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 01:00:00,41223.480177,170.99999999999997,43105.10418585,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 01:00:00,41223.480177,170.99999999999997,43105.10418585,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,150,2024-01-01 02:00:00,41479.399746,99.0,43449.419733300005,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 02:00:00,41479.399746,99.0,43449.419733300005,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 02:00:00,41479.399746,99.0,43449.419733300005,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,300,2024-01-01 02:00:00,41479.399746,99.0,43449.419733300005,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,240,2024-01-01 02:00:00,41479.399746,99.0,43449.419733300005,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 02:00:00,41479.399746,99.0,43449.419733300005,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 02:00:00,41479.399746,99.0,43449.419733300005,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,200,2024-01-01 03:00:00,41472.770126,135.0,43404.65863230001,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 03:00:00,41472.770126,135.0,43404.65863230001,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 03:00:00,41472.770126,135.0,43404.65863230001,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,400,2024-01-01 03:00:00,41472.770126,135.0,43404.65863230001,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,320,2024-01-01 03:00:00,41472.770126,135.0,43404.65863230001,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 03:00:00,41472.770126,135.0,43404.65863230001,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 03:00:00,41472.770126,135.0,43404.65863230001,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,250,2024-01-01 04:00:00,41477.440791,177.0,43365.46283055,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 04:00:00,41477.440791,177.0,43365.46283055,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 04:00:00,41477.440791,177.0,43365.46283055,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,500,2024-01-01 04:00:00,41477.440791,177.0,43365.46283055,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 04:00:00,41477.440791,177.0,43365.46283055,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 04:00:00,41477.440791,177.0,43365.46283055,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 04:00:00,41477.440791,177.0,43365.46283055,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,300,2024-01-01 05:00:00,42184.192955,120.0,44167.40260275,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 05:00:00,42184.192955,120.0,44167.40260275,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 05:00:00,42184.192955,120.0,44167.40260275,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 05:00:00,42184.192955,120.0,44167.40260275,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 05:00:00,42184.192955,120.0,44167.40260275,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 05:00:00,42184.192955,120.0,44167.40260275,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 05:00:00,42184.192955,120.0,44167.40260275,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,350,2024-01-01 06:00:00,43149.502626,156.0,45143.1777573,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 06:00:00,43149.502626,156.0,45143.1777573,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 06:00:00,43149.502626,156.0,45143.1777573,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 06:00:00,43149.502626,156.0,45143.1777573,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 06:00:00,43149.502626,156.0,45143.1777573,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 06:00:00,43149.502626,156.0,45143.1777573,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 06:00:00,43149.502626,156.0,45143.1777573,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,400,2024-01-01 07:00:00,44467.646479,188.0,46493.62880295001,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 07:00:00,44467.646479,188.0,46493.62880295001,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 07:00:00,44467.646479,188.0,46493.62880295001,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 07:00:00,44467.646479,188.0,46493.62880295001,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 07:00:00,44467.646479,188.0,46493.62880295001,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 07:00:00,44467.646479,188.0,46493.62880295001,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 07:00:00,44467.646479,188.0,46493.62880295001,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,450,2024-01-01 08:00:00,45310.81863,215.0,47350.6095615,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 08:00:00,45310.81863,215.0,47350.6095615,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 08:00:00,45310.81863,215.0,47350.6095615,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 08:00:00,45310.81863,215.0,47350.6095615,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 08:00:00,45310.81863,215.0,47350.6095615,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 08:00:00,45310.81863,215.0,47350.6095615,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 08:00:00,45310.81863,215.0,47350.6095615,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,500,2024-01-01 09:00:00,46036.217054,303.5,48019.352906700005,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 09:00:00,46036.217054,303.5,48019.352906700005,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 09:00:00,46036.217054,303.5,48019.352906700005,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 09:00:00,46036.217054,303.5,48019.352906700005,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 09:00:00,46036.217054,303.5,48019.352906700005,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 09:00:00,46036.217054,303.5,48019.352906700005,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 09:00:00,46036.217054,303.5,48019.352906700005,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,550,2024-01-01 10:00:00,46495.645376,343.5,48459.7526448,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 10:00:00,46495.645376,343.5,48459.7526448,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 10:00:00,46495.645376,343.5,48459.7526448,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 10:00:00,46495.645376,343.5,48459.7526448,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 10:00:00,46495.645376,343.5,48459.7526448,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 10:00:00,46495.645376,343.5,48459.7526448,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 10:00:00,46495.645376,343.5,48459.7526448,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,600,2024-01-01 11:00:00,46658.925817,347.5,48626.99710785,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 11:00:00,46658.925817,347.5,48626.99710785,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 11:00:00,46658.925817,347.5,48626.99710785,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 11:00:00,46658.925817,347.5,48626.99710785,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 11:00:00,46658.925817,347.5,48626.99710785,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 11:00:00,46658.925817,347.5,48626.99710785,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 11:00:00,46658.925817,347.5,48626.99710785,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,650,2024-01-01 12:00:00,46279.240279,370.0,48204.70229295,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 12:00:00,46279.240279,370.0,48204.70229295,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 12:00:00,46279.240279,370.0,48204.70229295,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 12:00:00,46279.240279,370.0,48204.70229295,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 12:00:00,46279.240279,370.0,48204.70229295,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 12:00:00,46279.240279,370.0,48204.70229295,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 12:00:00,46279.240279,370.0,48204.70229295,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,700,2024-01-01 13:00:00,45671.307416,344.5,47593.14778680001,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 13:00:00,45671.307416,344.5,47593.14778680001,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 13:00:00,45671.307416,344.5,47593.14778680001,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 13:00:00,45671.307416,344.5,47593.14778680001,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 13:00:00,45671.307416,344.5,47593.14778680001,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 13:00:00,45671.307416,344.5,47593.14778680001,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 13:00:00,45671.307416,344.5,47593.14778680001,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,750,2024-01-01 14:00:00,44589.753392,349.5,46452.2660616,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 14:00:00,44589.753392,349.5,46452.2660616,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 14:00:00,44589.753392,349.5,46452.2660616,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 14:00:00,44589.753392,349.5,46452.2660616,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 14:00:00,44589.753392,349.5,46452.2660616,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 14:00:00,44589.753392,349.5,46452.2660616,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 14:00:00,44589.753392,349.5,46452.2660616,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,800,2024-01-01 15:00:00,43918.993587,354.5,45742.71826635,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 15:00:00,43918.993587,354.5,45742.71826635,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 15:00:00,43918.993587,354.5,45742.71826635,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 15:00:00,43918.993587,354.5,45742.71826635,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 15:00:00,43918.993587,354.5,45742.71826635,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 15:00:00,43918.993587,354.5,45742.71826635,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 15:00:00,43918.993587,354.5,45742.71826635,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,850,2024-01-01 16:00:00,43782.108608,305.0,45650.9640384,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 16:00:00,43782.108608,305.0,45650.9640384,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 16:00:00,43782.108608,305.0,45650.9640384,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 16:00:00,43782.108608,305.0,45650.9640384,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 16:00:00,43782.108608,305.0,45650.9640384,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 16:00:00,43782.108608,305.0,45650.9640384,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 16:00:00,43782.108608,305.0,45650.9640384,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,900,2024-01-01 17:00:00,44363.471906,188.0,46384.2455013,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 17:00:00,44363.471906,188.0,46384.2455013,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 17:00:00,44363.471906,188.0,46384.2455013,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 17:00:00,44363.471906,188.0,46384.2455013,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 17:00:00,44363.471906,188.0,46384.2455013,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 17:00:00,44363.471906,188.0,46384.2455013,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 17:00:00,44363.471906,188.0,46384.2455013,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,950,2024-01-01 18:00:00,46787.294229,177.0,48940.80894045,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 18:00:00,46787.294229,177.0,48940.80894045,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 18:00:00,46787.294229,177.0,48940.80894045,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 18:00:00,46787.294229,177.0,48940.80894045,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 18:00:00,46787.294229,177.0,48940.80894045,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 18:00:00,46787.294229,177.0,48940.80894045,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 18:00:00,46787.294229,177.0,48940.80894045,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,1000,2024-01-01 19:00:00,48887.936422,93.0,51234.6832431,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 19:00:00,48887.936422,93.0,51234.6832431,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 19:00:00,48887.936422,93.0,51234.6832431,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 19:00:00,48887.936422,93.0,51234.6832431,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 19:00:00,48887.936422,93.0,51234.6832431,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 19:00:00,48887.936422,93.0,51234.6832431,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 19:00:00,48887.936422,93.0,51234.6832431,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,1000,2024-01-01 20:00:00,49122.190807,138.0,51433.40034735,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 20:00:00,49122.190807,138.0,51433.40034735,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 20:00:00,49122.190807,138.0,51433.40034735,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 20:00:00,49122.190807,138.0,51433.40034735,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 20:00:00,49122.190807,138.0,51433.40034735,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 20:00:00,49122.190807,138.0,51433.40034735,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 20:00:00,49122.190807,138.0,51433.40034735,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,1000,2024-01-01 21:00:00,49255.312657,135.0,51576.328289850004,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 21:00:00,49255.312657,135.0,51576.328289850004,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 21:00:00,49255.312657,135.0,51576.328289850004,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 21:00:00,49255.312657,135.0,51576.328289850004,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 21:00:00,49255.312657,135.0,51576.328289850004,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 21:00:00,49255.312657,135.0,51576.328289850004,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 21:00:00,49255.312657,135.0,51576.328289850004,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,1000,2024-01-01 22:00:00,48927.277938,117.0,51250.7918349,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 22:00:00,48927.277938,117.0,51250.7918349,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 22:00:00,48927.277938,117.0,51250.7918349,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 22:00:00,48927.277938,117.0,51250.7918349,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 22:00:00,48927.277938,117.0,51250.7918349,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 22:00:00,48927.277938,117.0,51250.7918349,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 22:00:00,48927.277938,117.0,51250.7918349,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,1000,2024-01-01 23:00:00,47870.218872,122.99999999999999,50134.5798156,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-01 23:00:00,47870.218872,122.99999999999999,50134.5798156,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-01 23:00:00,47870.218872,122.99999999999999,50134.5798156,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-01 23:00:00,47870.218872,122.99999999999999,50134.5798156,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-01 23:00:00,47870.218872,122.99999999999999,50134.5798156,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-01 23:00:00,47870.218872,122.99999999999999,50134.5798156,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-01 23:00:00,47870.218872,122.99999999999999,50134.5798156,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,1000,2024-01-02 00:00:00,46646.865378,162.0,48809.10864690001,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-02 00:00:00,46646.865378,162.0,48809.10864690001,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-02 00:00:00,46646.865378,162.0,48809.10864690001,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-02 00:00:00,46646.865378,162.0,48809.10864690001,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-02 00:00:00,46646.865378,162.0,48809.10864690001,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-02 00:00:00,46646.865378,162.0,48809.10864690001,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-02 00:00:00,46646.865378,162.0,48809.10864690001,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,1000,2024-01-02 01:00:00,45765.055235,144.0,47902.107996750005,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-02 01:00:00,45765.055235,144.0,47902.107996750005,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-02 01:00:00,45765.055235,144.0,47902.107996750005,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-02 01:00:00,45765.055235,144.0,47902.107996750005,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-02 01:00:00,45765.055235,144.0,47902.107996750005,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-02 01:00:00,45765.055235,144.0,47902.107996750005,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-02 01:00:00,45765.055235,144.0,47902.107996750005,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,1000,2024-01-02 02:00:00,45357.843684,108.0,47512.3358682,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-02 02:00:00,45357.843684,108.0,47512.3358682,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-02 02:00:00,45357.843684,108.0,47512.3358682,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-02 02:00:00,45357.843684,108.0,47512.3358682,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-02 02:00:00,45357.843684,108.0,47512.3358682,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-02 02:00:00,45357.843684,108.0,47512.3358682,0
GasCT_2,Gas,150,0,10.5,3.0,5,1500,300,0,36.5,150,2024-01-02 02:00:00,45357.843684,108.0,47512.3358682,0
Nuke_1,Nuclear,1000,900,10.0,0.7,2,50000,50,0,9.0,1000,2024-01-02 03:00:00,45341.963319,132.0,47470.46148495001,0
GasCC_1,Gas,500,200,7.0,3.0,3,10000,200,0,24.0,500,2024-01-02 03:00:00,45341.963319,132.0,47470.46148495001,0
GasCC_2,Gas,400,150,7.2,3.0,3,8000,180,0,24.6,400,2024-01-02 03:00:00,45341.963319,132.0,47470.46148495001,0
Coal_1,Coal,600,300,10.5,2.5,4,20000,100,0,30.25,600,2024-01-02 03:00:00,45341.963319,132.0,47470.46148495001,0
Coal_2,Coal,400,200,10.8,2.5,4,15000,80,0,31.0,400,2024-01-02 03:00:00,45341.963319,132.0,47470.46148495001,0
GasCT_1,Gas,200,0,10.0,3.0,5,2000,300,0,35.0,200,2024-01-02 03:00:00,45341.963319,132.0,47470.46148495001,0
