timestamp,demand_mw
01/04/2024 17:00,47091.029007
01/04/2024 18:00,48774.428083
01/04/2024 19:00,50323.909626
01/04/2024 20:00,50177.222489
01/04/2024 21:00,49505.169244
01/04/2024 22:00,48258.764155
01/04/2024 23:00,46288.465258
01/04/2024 00:00,44242.863534
01/05/2024 01:00,42902.15727
01/05/2024 02:00,42202.533704
01/05/2024 03:00,41854.513246
01/05/2024 04:00,41991.782632
01/05/2024 05:00,42844.436184
01/05/2024 06:00,44731.812619
01/05/2024 07:00,47480.853075
01/05/2024 08:00,49333.512396
01/05/2024 09:00,49907.002369
01/05/2024 10:00,50152.424671
01/05/2024 11:00,49810.742821
01/05/2024 12:00,48832.371497
01/05/2024 13:00,47921.277643
01/05/2024 14:00,47069.793757
01/05/2024 15:00,46311.156288
01/05/2024 16:00,45949.058978
01/05/2024 17:00,46028.656329
01/05/2024 18:00,47354.486365
01/05/2024 19:00,48753.551991
01/05/2024 20:00,48575.661193
01/05/2024 21:00,48293.053249
01/05/2024 22:00,48000.961368
01/05/2024 23:00,47153.395523
01/05/2024 00:00,45989.75423
01/06/2024 01:00,44925.320095
01/06/2024 02:00,44484.577884
01/06/2024 03:00,44378.338405
01/06/2024 04:00,44687.513842
01/06/2024 05:00,45600.844517
01/06/2024 06:00,46969.333381
01/06/2024 07:00,48850.309043
01/06/2024 08:00,50405.875961
01/06/2024 09:00,51052.318894
01/06/2024 10:00,50441.243288
01/06/2024 11:00,49420.908966
01/06/2024 12:00,47904.638063
01/06/2024 13:00,46230.024
01/06/2024 14:00,44861.667739
01/06/2024 15:00,44171.36743
01/06/2024 16:00,44038.460907
01/06/2024 17:00,44536.373364
01/06/2024 18:00,45837.955238
01/06/2024 19:00,47800.045824
01/06/2024 20:00,48079.167549
01/06/2024 21:00,48363.255171
01/06/2024 22:00,48073.622257
01/06/2024 23:00,47435.80314
01/06/2024 00:00,46581.077815
01/07/2024 01:00,45273.548126
01/07/2024 02:00,44959.737094
01/07/2024 03:00,45386.19035
01/07/2024 04:00,45699.875157
01/07/2024 05:00,46570.325776
01/07/2024 06:00,47864.271245
01/07/2024 07:00,49638.735741
01/07/2024 08:00,51249.870857
01/07/2024 09:00,51555.9349
01/07/2024 10:00,49708.404398
01/07/2024 11:00,47622.603282
01/07/2024 12:00,46056.409782
01/07/2024 13:00,44892.587519
01/07/2024 14:00,43940.157173
01/07/2024 15:00,43277.543283
01/07/2024 16:00,43267.17458
01/07/2024 17:00,44024.231103
01/07/2024 18:00,46059.23799
01/07/2024 19:00,48447.542882
01/07/2024 20:00,48779.398271
01/07/2024 21:00,48528.868606
01/07/2024 22:00,47590.18444
01/07/2024 23:00,45470.256675
01/07/2024 00:00,43611.483455
01/08/2024 01:00,42080.86356
01/08/2024 02:00,41284.34999
01/08/2024 03:00,40953.542001
01/08/2024 04:00,41101.703448
01/08/2024 05:00,41782.077218
01/08/2024 06:00,43797.43184
01/08/2024 07:00,46598.611643
01/08/2024 08:00,48014.270988
01/08/2024 09:00,48210.822733
01/08/2024 10:00,48379.378218
01/08/2024 11:00,48555.283519
01/08/2024 12:00,48886.615434
01/08/2024 13:00,48846.479516
01/08/2024 14:00,48479.046566
01/08/2024 15:00,48107.972744
01/08/2024 16:00,48075.464415
01/08/2024 17:00,48424.233161
01/08/2024 18:00,49645.796807
01/08/2024 19:00,51120.926133
01/08/2024 20:00,51006.119333
01/08/2024 21:00,50957.921591
01/08/2024 22:00,50139.907042
01/08/2024 23:00,48656.283496
01/08/2024 00:00,47449.564266
01/09/2024 01:00,46827.699375
01/09/2024 02:00,46760.039552
01/09/2024 03:00,46985.757385
01/09/2024 04:00,47723.568676
01/09/2024 05:00,49394.176803
01/09/2024 06:00,52708.041348
01/09/2024 07:00,57024.068301
01/09/2024 08:00,58862.538954
01/09/2024 09:00,57630.403721
01/09/2024 10:00,56279.680861
01/09/2024 11:00,54915.392993
01/09/2024 12:00,53198.292136
01/09/2024 13:00,51678.709477
01/09/2024 14:00,50291.673502
01/09/2024 15:00,49024.221681
01/09/2024 16:00,48152.670897
01/09/2024 17:00,48518.731958
01/09/2024 18:00,50714.109075
01/09/2024 19:00,53365.458045
01/09/2024 20:00,54590.90021
01/09/2024 21:00,55107.752631
01/09/2024 22:00,54596.751747
01/09/2024 23:00,53194.536324
01/09/2024 00:00,51969.969804
01/10/2024 01:00,51248.927255
01/10/2024 02:00,51019.370151
01/10/2024 03:00,51158.457644
01/10/2024 04:00,51637.293181
01/10/2024 05:00,52832.145499
01/10/2024 06:00,55623.104817
01/10/2024 07:00,59622.813617
01/10/2024 08:00,60700.552657
01/10/2024 09:00,58581.416561
01/10/2024 10:00,55623.776744
01/10/2024 11:00,52652.270721
01/10/2024 12:00,50229.017308
01/10/2024 13:00,48049.573244
01/10/2024 14:00,46559.067281
01/10/2024 15:00,45544.403863
01/10/2024 16:00,44925.560431
01/10/2024 17:00,44715.610611
01/10/2024 18:00,46127.080279
01/10/2024 19:00,48343.853042
01/10/2024 20:00,48651.622223
01/10/2024 21:00,48511.345503
01/10/2024 22:00,47622.544437
01/10/2024 23:00,45914.918207
01/10/2024 00:00,43868.921623
01/11/2024 01:00,42535.305689
01/11/2024 02:00,42349.393845
01/11/2024 03:00,42615.622026
01/11/2024 04:00,43374.009919
01/11/2024 05:00,44512.810902
01/11/2024 06:00,47333.613867
01/11/2024 07:00,51224.586409
01/11/2024 08:00,52637.107558
01/11/2024 09:00,51492.498539
01/11/2024 10:00,49768.595528
01/11/2024 11:00,47921.297147
01/11/2024 12:00,46370.645903
01/11/2024 13:00,45166.174935
01/11/2024 14:00,44826.443814
01/11/2024 15:00,44612.058254
01/11/2024 16:00,44651.428061
01/11/2024 17:00,45109.125736
01/11/2024 18:00,46230.850288
01/11/2024 19:00,47617.661003
01/11/2024 20:00,47329.650024
01/11/2024 21:00,46906.741303
01/11/2024 22:00,45541.309146
01/11/2024 23:00,43447.030939
01/11/2024 00:00,41188.071946
01/12/2024 01:00,39384.804463
01/12/2024 02:00,38521.158133
01/12/2024 03:00,38016.754188
01/12/2024 04:00,38915.91172
01/12/2024 05:00,41008.261334
01/12/2024 06:00,44588.286128
01/12/2024 07:00,49129.307231
01/12/2024 08:00,52017.319232
01/12/2024 09:00,53163.375566
01/12/2024 10:00,53239.997672
01/12/2024 11:00,52954.171172
01/12/2024 12:00,52181.078677
01/12/2024 13:00,51309.79778
01/12/2024 14:00,50035.706644
01/12/2024 15:00,48830.507596
01/12/2024 16:00,48235.552315
01/12/2024 17:00,48541.347911
01/12/2024 18:00,50400.465907
01/12/2024 19:00,53241.314732
01/12/2024 20:00,54216.106094
01/12/2024 21:00,54553.351921
01/12/2024 22:00,54581.352481
01/12/2024 23:00,53804.31546
01/12/2024 00:00,52715.673454
01/13/2024 01:00,51812.1734
01/13/2024 02:00,51514.158416
01/13/2024 03:00,51514.653448
01/13/2024 04:00,51800.256223
01/13/2024 05:00,52605.757866
01/13/2024 06:00,53960.002606
01/13/2024 07:00,55776.581517
01/13/2024 08:00,57364.240768
01/13/2024 09:00,57147.169559
01/13/2024 10:00,54827.94382
01/13/2024 11:00,52062.075427
01/13/2024 12:00,49426.910358
01/13/2024 13:00,47116.335658
01/13/2024 14:00,45460.768474
01/13/2024 15:00,44627.890315
01/13/2024 16:00,44435.844981
01/13/2024 17:00,45451.293726
01/13/2024 18:00,48317.996377
01/13/2024 19:00,51713.100068
01/13/2024 20:00,53015.760342
01/13/2024 21:00,53944.101734
01/13/2024 22:00,54194.970156
01/13/2024 23:00,54120.238287
01/13/2024 00:00,53892.441203
01/14/2024 01:00,53747.023996
01/14/2024 02:00,53915.047555
01/14/2024 03:00,54438.414989
01/14/2024 04:00,55281.894022
01/14/2024 05:00,56499.27207
01/14/2024 06:00,57967.594218
01/14/2024 07:00,59775.872376
01/14/2024 08:00,61684.608161
01/14/2024 09:00,63705.815994
01/14/2024 10:00,64951.728535
01/14/2024 11:00,65262.513501
01/14/2024 12:00,65184.934004
01/14/2024 13:00,64875.020526
01/14/2024 14:00,64607.265245
01/14/2024 15:00,64572.365832
01/14/2024 16:00,64881.035865
01/14/2024 17:00,65668.368239
01/14/2024 18:00,67637.177827
01/14/2024 19:00,69711.217963
01/14/2024 20:00,70930.780525
01/14/2024 21:00,71007.735774
01/14/2024 22:00,70571.909183
01/14/2024 23:00,69367.709877
01/14/2024 00:00,68118.17554
01/15/2024 01:00,67253.558963
01/15/2024 02:00,66880.381477
01/15/2024 03:00,66946.089638
01/15/2024 04:00,67333.774816
01/15/2024 05:00,68257.690026
01/15/2024 06:00,69762.356045
01/15/2024 07:00,71619.006155
01/15/2024 08:00,73301.839489
01/15/2024 09:00,74438.946451
01/15/2024 10:00,75647.600251
01/15/2024 11:00,76033.784127
01/15/2024 12:00,75565.955501
01/15/2024 13:00,74071.999793
01/15/2024 14:00,72524.215843
01/15/2024 15:00,71264.909834
01/15/2024 16:00,70727.460112
01/15/2024 17:00,71241.718515
01/15/2024 18:00,73747.920015
01/15/2024 19:00,76117.165161
01/15/2024 20:00,76411.228833
01/15/2024 21:00,76406.323539
01/15/2024 22:00,75699.749623
01/15/2024 23:00,74226.617851
01/15/2024 00:00,72899.38456
01/16/2024 01:00,72156.45168
01/16/2024 02:00,72020.354805
01/16/2024 03:00,72288.239095
01/16/2024 04:00,72461.785388
01/16/2024 05:00,73367.772455
01/16/2024 06:00,75158.038931
01/16/2024 07:00,77371.391977
01/16/2024 08:00,78313.707866
01/16/2024 09:00,78067.610642
01/16/2024 10:00,76719.857487
01/16/2024 11:00,74672.86
01/16/2024 12:00,72406.480359
01/16/2024 13:00,70170.834048
01/16/2024 14:00,67465.567603
01/16/2024 15:00,65075.148136
01/16/2024 16:00,63693.712246
01/16/2024 17:00,64145.02213
01/16/2024 18:00,66550.904205
01/16/2024 19:00,69821.67339
01/16/2024 20:00,71228.283679
01/16/2024 21:00,71869.693052
01/16/2024 22:00,71484.720057
01/16/2024 23:00,69820.808116
01/16/2024 00:00,68941.931363
01/17/2024 01:00,68760.998934
01/17/2024 02:00,68705.665075
01/17/2024 03:00,68900.045155
01/17/2024 04:00,69468.515063
01/17/2024 05:00,70717.152762
01/17/2024 06:00,73090.724272
01/17/2024 07:00,76264.327718
01/17/2024 08:00,77529.227679
01/17/2024 09:00,75574.213006
01/17/2024 10:00,72105.234242
01/17/2024 11:00,68406.168576
01/17/2024 12:00,64551.0618
01/17/2024 13:00,61326.940358
01/17/2024 14:00,58540.777111
01/17/2024 15:00,56603.506429
01/17/2024 16:00,55778.957971
01/17/2024 17:00,56498.61496
01/17/2024 18:00,59014.494807
01/17/2024 19:00,62228.951
01/17/2024 20:00,62908.679446
01/17/2024 21:00,62890.844407
01/17/2024 22:00,61515.859555
01/17/2024 23:00,58891.056255
01/17/2024 00:00,56501.630454
01/18/2024 01:00,54667.96305
01/18/2024 02:00,53909.874402
01/18/2024 03:00,53347.354504
01/18/2024 04:00,53342.582257
01/18/2024 05:00,54194.267219
01/18/2024 06:00,56285.195838
01/18/2024 07:00,59361.147537
01/18/2024 08:00,60158.0381
01/18/2024 09:00,58135.012809
01/18/2024 10:00,55262.710498
01/18/2024 11:00,52006.988216
01/18/2024 12:00,49196.029817
01/18/2024 13:00,46959.969772
01/18/2024 14:00,45394.092801
01/18/2024 15:00,44220.972599
01/18/2024 16:00,43915.722448
01/18/2024 17:00,44453.043767
01/18/2024 18:00,45752.049963
01/18/2024 19:00,48387.162128
01/18/2024 20:00,49098.94957
01/18/2024 21:00,49292.553165
01/18/2024 22:00,48744.639651
01/18/2024 23:00,47452.314108
01/18/2024 00:00,46266.865917
01/19/2024 01:00,45253.402105
01/19/2024 02:00,45246.985045
01/19/2024 03:00,45940.036464
01/19/2024 04:00,47385.452252
01/19/2024 05:00,49686.056863
01/19/2024 06:00,53035.549079
01/19/2024 07:00,57828.536078
01/19/2024 08:00,60652.178847
01/19/2024 09:00,60545.409651
01/19/2024 10:00,59967.093824
01/19/2024 11:00,58909.137446
01/19/2024 12:00,57272.780317
01/19/2024 13:00,55591.23402
01/19/2024 14:00,54397.641542
01/19/2024 15:00,53458.278661
01/19/2024 16:00,53093.492858
01/19/2024 17:00,53981.671314
01/19/2024 18:00,56897.254073
01/19/2024 19:00,60871.541877
01/19/2024 20:00,62126.018948
01/19/2024 21:00,62838.061416
01/19/2024 22:00,62812.697615
01/19/2024 23:00,62040.891053
01/19/2024 00:00,61253.365201
01/20/2024 01:00,60850.667311
01/20/2024 02:00,60937.337495
01/20/2024 03:00,61107.239687
01/20/2024 04:00,61671.281489
01/20/2024 05:00,62820.708563
01/20/2024 06:00,64627.835544
01/20/2024 07:00,66716.207188
01/20/2024 08:00,68460.304953
01/20/2024 09:00,68668.368623
01/20/2024 10:00,67074.765902
01/20/2024 11:00,64665.755619
01/20/2024 12:00,62051.60266
01/20/2024 13:00,59341.700526
01/20/2024 14:00,57214.946386
01/20/2024 15:00,55792.311322
01/20/2024 16:00,55314.616818
01/20/2024 17:00,56079.200087
01/20/2024 18:00,58399.399256
01/20/2024 19:00,60769.884009
01/20/2024 20:00,61663.03069
01/20/2024 21:00,61565.836359
01/20/2024 22:00,60898.307156
01/20/2024 23:00,59792.577214
01/20/2024 00:00,58342.30104
01/21/2024 01:00,57027.906146
01/21/2024 02:00,56136.033474
01/21/2024 03:00,55781.369348
01/21/2024 04:00,55696.746515
01/21/2024 05:00,55814.20287
01/21/2024 06:00,56405.611481
01/21/2024 07:00,57646.536721
01/21/2024 08:00,59152.897271
01/21/2024 09:00,60433.496198
01/21/2024 10:00,61539.736019
01/21/2024 11:00,61835.081756
01/21/2024 12:00,61210.607333
01/21/2024 13:00,60874.618559
01/21/2024 14:00,60477.811031
01/21/2024 15:00,59811.515178
01/21/2024 16:00,59755.311951
01/21/2024 17:00,60221.969801
01/21/2024 18:00,61482.536769
01/21/2024 19:00,62463.399067
01/21/2024 20:00,62178.909319
01/21/2024 21:00,60952.99815
01/21/2024 22:00,59812.163675
01/21/2024 23:00,57912.433284
01/21/2024 00:00,55362.843149
01/22/2024 01:00,53600.89313
01/22/2024 02:00,52551.27858
01/22/2024 03:00,51773.208931
01/22/2024 04:00,51770.59327
01/22/2024 05:00,52098.12952
01/22/2024 06:00,53996.3003
01/22/2024 07:00,56648.174109
01/22/2024 08:00,58010.213148
01/22/2024 09:00,57533.315941
01/22/2024 10:00,57401.456311
01/22/2024 11:00,57366.509643
01/22/2024 12:00,57104.58429
01/22/2024 13:00,55962.813343
01/22/2024 14:00,54477.050298
01/22/2024 15:00,53141.602987
01/22/2024 16:00,52209.634919
01/22/2024 17:00,52291.811097
01/22/2024 18:00,53421.751996
01/22/2024 19:00,54617.935337
01/22/2024 20:00,54031.012945
01/22/2024 21:00,52790.030301
01/22/2024 22:00,51020.265772
01/22/2024 23:00,48327.572705
01/22/2024 00:00,46030.716056
01/23/2024 01:00,44431.056199
01/23/2024 02:00,43522.538778
01/23/2024 03:00,43125.277276
01/23/2024 04:00,43159.332032
01/23/2024 05:00,43885.369339
01/23/2024 06:00,45890.409527
01/23/2024 07:00,49177.488763
01/23/2024 08:00,50507.276687
01/23/2024 09:00,50187.024553
01/23/2024 10:00,50618.660124
01/23/2024 11:00,50884.062959
01/23/2024 12:00,50623.5596
01/23/2024 13:00,50179.378542
01/23/2024 14:00,49514.054484
01/23/2024 15:00,48712.354005
01/23/2024 16:00,48248.271699
01/23/2024 17:00,48381.040133
01/23/2024 18:00,49513.298224
01/23/2024 19:00,50525.767229
01/23/2024 20:00,50305.106985
01/23/2024 21:00,49404.88442
01/23/2024 22:00,47640.049797
01/23/2024 23:00,45503.032761
01/23/2024 00:00,43298.000676
01/24/2024 01:00,41534.789683
01/24/2024 02:00,40776.947306
01/24/2024 03:00,40407.676929
01/24/2024 04:00,40403.306662
01/24/2024 05:00,41135.522675
01/24/2024 06:00,43199.538338
01/24/2024 07:00,46562.943513
01/24/2024 08:00,48329.428444
01/24/2024 09:00,48456.657053
01/24/2024 10:00,48633.1441
01/24/2024 11:00,48764.717705
01/24/2024 12:00,48587.608392
01/24/2024 13:00,48273.568811
01/24/2024 14:00,47893.494528
01/24/2024 15:00,47568.736302
01/24/2024 16:00,47468.732813
01/24/2024 17:00,47894.200387
01/24/2024 18:00,48931.860369
01/24/2024 19:00,49968.600507
01/24/2024 20:00,49649.938283
01/24/2024 21:00,48714.035902
01/24/2024 22:00,47151.978482
01/24/2024 23:00,44852.777069
01/24/2024 00:00,42686.47426
01/25/2024 01:00,41184.636133
01/25/2024 02:00,40337.787216
01/25/2024 03:00,39972.357104
01/25/2024 04:00,39841.621922
01/25/2024 05:00,40698.378316
01/25/2024 06:00,42873.874555
01/25/2024 07:00,46309.240084
01/25/2024 08:00,47994.924278
01/25/2024 09:00,47844.646531
01/25/2024 10:00,47155.63796
01/25/2024 11:00,46577.391766
01/25/2024 12:00,46167.309954
01/25/2024 13:00,45460.777173
01/25/2024 14:00,45050.705528
01/25/2024 15:00,44761.576058
01/25/2024 16:00,44729.129989
01/25/2024 17:00,45174.922362
01/25/2024 18:00,46258.728406
01/25/2024 19:00,47941.965869
01/25/2024 20:00,48188.793157
01/25/2024 21:00,47609.249956
01/25/2024 22:00,46365.078958
01/25/2024 23:00,44382.669168
01/25/2024 00:00,42502.995621
01/26/2024 01:00,41078.830981
01/26/2024 02:00,40254.680735
01/26/2024 03:00,39913.592084
01/26/2024 04:00,39935.596406
01/26/2024 05:00,40724.222154
01/26/2024 06:00,42947.056838
01/26/2024 07:00,46168.018125
01/26/2024 08:00,47671.390134
01/26/2024 09:00,47810.108854
01/26/2024 10:00,47688.191116
01/26/2024 11:00,47739.877059
01/26/2024 12:00,47465.863671
01/26/2024 13:00,47126.119774
01/26/2024 14:00,46971.652996
01/26/2024 15:00,46879.518484
01/26/2024 16:00,46904.923173
01/26/2024 17:00,47283.614654
01/26/2024 18:00,47643.331335
01/26/2024 19:00,47853.254427
01/26/2024 20:00,47745.275746
01/26/2024 21:00,47401.166567
01/26/2024 22:00,46314.079338
01/26/2024 23:00,44753.947951
01/26/2024 00:00,43073.814635
01/27/2024 01:00,41551.861881
01/27/2024 02:00,40659.127821
01/27/2024 03:00,40253.586662
01/27/2024 04:00,40123.056724
01/27/2024 05:00,40635.550011
01/27/2024 06:00,41648.090453
01/27/2024 07:00,43120.343452
01/27/2024 08:00,44814.91657
01/27/2024 09:00,46451.593024
01/27/2024 10:00,47763.434146
01/27/2024 11:00,47915.807265
01/27/2024 12:00,47421.289872
01/27/2024 13:00,46818.735858
01/27/2024 14:00,45891.309625
01/27/2024 15:00,44997.075471
01/27/2024 16:00,44631.887857
01/27/2024 17:00,44801.133766
01/27/2024 18:00,46024.945699
01/27/2024 19:00,48068.544042
01/27/2024 20:00,48599.401121
01/27/2024 21:00,48645.202809
01/27/2024 22:00,48332.322325
01/27/2024 23:00,47705.316269
01/27/2024 00:00,46871.005791
01/28/2024 01:00,46304.633963
01/28/2024 02:00,45994.945056
01/28/2024 03:00,45938.883119
01/28/2024 04:00,46222.318451
01/28/2024 05:00,46916.510597
01/28/2024 06:00,48054.542157
01/28/2024 07:00,49916.442824
01/28/2024 08:00,51511.292212
01/28/2024 09:00,51402.496501
01/28/2024 10:00,49559.10443
01/28/2024 11:00,47346.367643
01/28/2024 12:00,45257.820503
01/28/2024 13:00,43704.656052
01/28/2024 14:00,42575.684172
01/28/2024 15:00,41758.916072
01/28/2024 16:00,41570.663048
01/28/2024 17:00,41872.66556
01/28/2024 18:00,43334.547735
01/28/2024 19:00,45820.34747
01/28/2024 20:00,46742.330692
01/28/2024 21:00,46762.312009
01/28/2024 22:00,46404.033508
01/28/2024 23:00,44800.921095
01/28/2024 00:00,43482.523483
01/29/2024 01:00,42679.059533
01/29/2024 02:00,42584.638004
01/29/2024 03:00,42900.91824
01/29/2024 04:00,43675.798781
01/29/2024 05:00,45353.247633
01/29/2024 06:00,48442.060535
01/29/2024 07:00,52874.947331
01/29/2024 08:00,54795.564214
01/29/2024 09:00,53061.494306
01/29/2024 10:00,50206.499805
01/29/2024 11:00,47587.632851
01/29/2024 12:00,45587.820041
01/29/2024 13:00,44153.84968
01/29/2024 14:00,43365.046656
01/29/2024 15:00,42771.129538
01/29/2024 16:00,42743.631281
01/29/2024 17:00,43111.167093
01/29/2024 18:00,43974.651604
01/29/2024 19:00,45966.048358
01/29/2024 20:00,46167.746622
01/29/2024 21:00,45775.897662
01/29/2024 22:00,44661.567416
01/29/2024 23:00,42681.062611
01/29/2024 00:00,40966.820297
01/30/2024 01:00,39912.266821
01/30/2024 02:00,39337.822637
01/30/2024 03:00,39416.561344
01/30/2024 04:00,40163.163842
01/30/2024 05:00,41492.433987
01/30/2024 06:00,44494.351422
01/30/2024 07:00,48729.205234
01/30/2024 08:00,50580.640078
01/30/2024 09:00,49409.222358
01/30/2024 10:00,47369.490585
01/30/2024 11:00,45380.355974
01/30/2024 12:00,43952.118648
01/30/2024 13:00,43127.371093
01/30/2024 14:00,42787.480453
01/30/2024 15:00,42677.856988
01/30/2024 16:00,42774.964061
01/30/2024 17:00,43233.928823
01/30/2024 18:00,44007.811254
01/30/2024 19:00,45455.3201
01/30/2024 20:00,45584.231699
01/30/2024 21:00,45100.478644
01/30/2024 22:00,44060.040585
01/30/2024 23:00,42060.134639
01/30/2024 00:00,40178.500412
01/31/2024 01:00,38999.148647
01/31/2024 02:00,38671.310119
01/31/2024 03:00,38832.500513
01/31/2024 04:00,39325.156033
01/31/2024 05:00,40640.449525
01/31/2024 06:00,43411.980294
01/31/2024 07:00,47681.427248
01/31/2024 08:00,49426.111986
01/31/2024 09:00,48216.095872
01/31/2024 10:00,46182.844554
01/31/2024 11:00,44581.442105
01/31/2024 12:00,43614.158373
01/31/2024 13:00,43029.155749
01/31/2024 14:00,42803.332682
01/31/2024 15:00,42925.070883
01/31/2024 16:00,43142.904896
01/31/2024 17:00,42911.661903
01/31/2024 18:00,44004.217941
01/31/2024 19:00,45537.918259
01/31/2024 20:00,45409.928747
01/31/2024 21:00,44674.653761
01/31/2024 22:00,43515.567318
01/31/2024 23:00,41618.977218
01/31/2024 00:00,39665.576239
